Animal_ID,Admission,Found_Location,Type,Condition,Animal_Type,Admission_Sex,Admission_Age,Breed,Colour,Discharge,DOB,Discharge_Sex,Discharge_Age,binary_outcome,Admission_Spayed/Neutered,Discharge_Spayed/Neutered,Found_Area,Mix/PureBred,Mixed/Single_Color,Time_In_Shelter,Admission_Month
A772309,2018-05-17 14:06:00,Austin (TX),Owner Surrender,Normal,Cat,Female,546,Domestic Longhair Mix,Black/Brown,2018-06-14 15:52:00,2016-11-17 00:00:00,Female,574,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,28,5
A736758,2016-10-16 16:09:00,Hudson St And Hwy 183 in Austin (TX),Stray,Normal,Dog,Male,92,Labrador Retriever Mix,Tricolor,2016-10-20 18:58:00,2016-07-16 00:00:00,Male,96,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,4,10
A791080,2019-04-23 15:26:00,Austin (TX),Owner Surrender,Normal,Dog,Male,398,Tibetan Terrier Mix,Tricolor,2019-04-26 12:11:00,2018-03-21 00:00:00,Male,401,0.0,Neutered,Neutered,Austin (TX),Mixed,Single colour,2,4
A669185,2013-12-16 16:24:00,Pflugerville (TX),Owner Surrender,Normal,Dog,Female,61,Labrador Retriever Mix,Tan/White,2013-12-18 18:27:00,2013-10-16 00:00:00,Female,63,0.0,Intact,Spayed,Pflugerville (TX),Mixed,Mixed Colour,2,12
A785043,2018-11-25 16:03:00,5701 South Mopac Expressway in Austin (TX),Stray,Normal,Dog,Female,549,Siberian Husky Mix,Black/Tricolor,2019-12-20 12:20:00,2017-05-25 00:00:00,Female,939,1.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,389,11
A737584,2016-11-01 11:20:00,3511 Alpine Cir in Austin (TX),Stray,Normal,Cat,Male,61,Domestic Shorthair Mix,Blue Tabby/White,2016-11-28 18:14:00,2016-09-01 00:00:00,Male,88,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,27,11
A743888,2018-05-11 12:00:00,Pflugerville (TX),Owner Surrender,Normal,Dog,Female,596,Labrador Retriever Mix,Black,2018-05-12 15:10:00,2016-09-22 00:00:00,Female,597,0.0,Spayed,Spayed,Pflugerville (TX),Mixed,Single colour,1,5
A775540,2018-07-01 16:08:00,401 Tawny Dr in Austin (TX),Owner Surrender,Normal,Dog,Female,730,Yorkshire Terrier Mix,Tan,2018-07-02 12:35:00,2016-07-01 00:00:00,Female,731,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,0,7
A676932,2014-04-17 12:06:00,"Teri Rd, Friedrich in Austin (TX)",Stray,Normal,Dog,Male,3652,Yorkshire Terrier Mix,Black/Tan,2014-04-23 12:18:00,2004-04-17 00:00:00,Male,3658,0.0,Neutered,Neutered,Austin (TX),Mixed,Mixed Colour,6,4
A765928,2018-01-30 11:08:00,East Springdale Road And Bolm Road in Austin (TX),Stray,Normal,Dog,Female,58,Boxer Mix,White,2018-02-03 16:37:00,2017-12-03 00:00:00,Female,62,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,4,1
A723995,2016-04-10 12:21:00,12034 Research Blvd in Austin (TX),Stray,Injured,Dog,Female,2922,Australian Cattle Dog Mix,White/Black,2016-04-15 17:44:00,2008-04-10 00:00:00,Female,2927,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,5,4
A791688,2019-03-29 19:12:00,Austin (TX),Stray,Normal,Dog,Female,120,Pit Bull Mix,White/Black,2019-04-02 16:47:00,2018-11-29 00:00:00,Female,124,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,3,3
A790783,2019-03-16 13:12:00,West Beach Road in Austin (TX),Stray,Normal,Dog,Female,1826,Chihuahua Shorthair Mix,White,2019-03-22 11:44:00,2014-03-16 00:00:00,Female,1832,0.0,Spayed,Spayed,Austin (TX),Mixed,Single colour,5,3
A795795,2019-05-24 15:56:00,5701 Johnny Morris Rd in Austin (TX),Stray,Normal,Dog,Male,89,Labrador Retriever,Black,2019-05-25 12:17:00,2019-02-24 00:00:00,Male,90,0.0,Intact,Intact,Austin (TX),Purebred,Single colour,0,5
A740981,2017-01-25 09:24:00,10000 Golden Meadow Dr in Austin (TX),Stray,Normal,Dog,Male,761,Border Collie Mix,White/Black,2017-01-25 12:17:00,2014-12-26 00:00:00,Male,761,0.0,Neutered,Neutered,Austin (TX),Mixed,Mixed Colour,0,1
A727505,2016-05-22 16:44:00,8900 N Ih 35 in Austin (TX),Stray,Normal,Cat,Female,30,Domestic Shorthair Mix,Blue Tabby,2016-06-27 18:32:00,2016-04-22 00:00:00,Female,66,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,36,5
A693854,2014-12-15 17:00:00,1002 Pleasant Valley Drive in Pflugerville (TX),Stray,Normal,New Zealand Wht,Male,365,New Zealand Wht Mix,White,2014-12-24 15:18:00,2013-12-15 00:00:00,Male,374,0.0,Intact,Intact,Pflugerville (TX),Mixed,Single colour,8,12
A788868,2019-02-10 12:47:00,7710 Blue Goose Road in Manor (TX),Stray,Normal,Dog,Male,66,German Shepherd/Catahoula,Blue Merle,2019-02-14 16:12:00,2018-12-06 00:00:00,Male,70,0.0,Intact,Neutered,Manor (TX),Purebred,Single colour,4,2
A804978,2019-09-21 11:25:00,Clara Street And Willow Street in Austin (TX),Stray,Normal,Cat,Male,243,Domestic Shorthair,Brown Tabby/White,2019-09-25 17:12:00,2019-01-21 00:00:00,Male,247,0.0,Intact,Intact,Austin (TX),Purebred,Mixed Colour,4,9
A801220,2019-08-01 14:11:00,5101 Provencial Drive in Austin (TX),Stray,Normal,Dog,Female,730,Chihuahua Shorthair/Miniature Pinscher,Red/White,2019-08-05 17:20:00,2017-08-01 00:00:00,Female,734,0.0,Intact,Spayed,Austin (TX),Purebred,Mixed Colour,4,8
A691605,2014-11-07 12:03:00,6914 Colony Loop Dr in Austin (TX),Stray,Normal,Dog,Female,2191,Plott Hound Mix,Brown Brindle,2014-11-08 14:41:00,2008-11-07 00:00:00,Female,2192,0.0,Spayed,Spayed,Austin (TX),Mixed,Single colour,1,11
A686088,2014-08-16 12:52:00,4909 Lambs Ln in Austin (TX),Stray,Normal,Cat,Male,76,Domestic Medium Hair Mix,Orange Tabby,2014-08-24 14:11:00,2014-06-01 00:00:00,Male,84,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,8,8
A749027,2017-05-10 11:15:00,Travis (TX),Owner Surrender,Normal,Dog,Female,608,Doberman Pinsch Mix,Red,2017-05-28 11:40:00,2015-09-10 00:00:00,Female,626,0.0,Intact,Intact,Travis (TX),Mixed,Single colour,18,5
A745697,2017-03-22 13:29:00,1901 Pomton in Austin (TX),Stray,Nursing,Cat,Unknown,7,Domestic Shorthair Mix,Black,2017-03-22 14:56:00,2017-03-15 00:00:00,Unknown,7,0.0,Unknown,Unknown,Austin (TX),Mixed,Single colour,0,3
A808690,2019-11-12 13:50:00,906 Sahara Avenue in Austin (TX),Stray,Normal,Cat,Male,56,Domestic Longhair,Blue/White,2019-11-18 12:19:00,2019-09-17 00:00:00,Male,62,0.0,Intact,Intact,Austin (TX),Purebred,Mixed Colour,5,11
A795112,2019-05-16 11:23:00,907 West Slaughter Lane in Austin (TX),Stray,Normal,Dog,Male,730,Labrador Retriever,Chocolate,2019-05-23 18:03:00,2017-05-16 00:00:00,Male,737,0.0,Intact,Neutered,Austin (TX),Purebred,Single colour,7,5
A680392,2014-06-02 12:12:00,7402 Vintage Hills in Austin (TX),Public Assist,Sick,Cold Water,Unknown,365,Cold Water,Black/Gray,2014-06-06 19:26:00,2013-06-02 00:00:00,Unknown,369,0.0,Unknown,Unknown,Austin (TX),Purebred,Mixed Colour,4,6
A729409,2016-06-17 18:04:00,1035 Lott Ave in Austin (TX),Stray,Sick,Dog,Female,61,Labrador Retriever Mix,Brown,2016-06-18 14:28:00,2016-04-17 00:00:00,Female,62,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,0,6
A703283,2015-05-22 14:54:00,Riverside & Vargas in Austin (TX),Stray,Normal,Dog,Female,162,Redbone Hound,Red/White,2015-05-26 00:00:00,2014-12-11 00:00:00,Female,166,0.0,Intact,Intact,Austin (TX),Purebred,Mixed Colour,3,5
A756299,2017-08-17 12:22:00,Austin (TX),Owner Surrender,Normal,Cat,Male,76,Domestic Shorthair Mix,White/Orange,2017-08-19 10:14:00,2017-06-02 00:00:00,Male,78,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,1,8
A756596,2017-08-22 15:01:00,1533 Royal Crest Drive in Austin (TX),Stray,Normal,Dog,Male,2922,Miniature Schnauzer,Black/Gray,2017-08-31 14:20:00,2009-08-22 00:00:00,Male,2931,0.0,Intact,Neutered,Austin (TX),Purebred,Mixed Colour,8,8
A765512,2018-01-24 14:41:00,Austin (TX),Public Assist,Normal,Dog,Female,1826,Pit Bull Mix,White/Blue,2018-01-28 15:46:00,2013-01-24 00:00:00,Female,1830,0.0,Spayed,Spayed,Austin (TX),Mixed,Mixed Colour,4,1
A710321,2015-08-21 14:34:00,3600 Presidential Blvd in Austin (TX),Stray,Normal,Cat,Female,31,Domestic Shorthair Mix,Orange Tabby/White,2015-10-19 18:24:00,2015-07-21 00:00:00,Female,90,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,59,8
A796933,2019-06-07 13:27:00,Austin (TX),Owner Surrender,Normal,Cat,Female,61,Domestic Shorthair Mix,Black/White,2019-07-13 17:16:00,2019-04-07 00:00:00,Female,97,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,36,6
A681305,2014-06-14 16:33:00,2401 S Lakeshore Blvd Unit 103 in Austin (TX),Stray,Sick,Dog,Female,120,Chihuahua Shorthair/Toy Fox Terrier,Tricolor,2014-08-14 17:09:00,2014-02-14 00:00:00,Female,181,0.0,Intact,Spayed,Austin (TX),Purebred,Single colour,61,6
A793283,2019-04-22 17:16:00,Austin (TX),Owner Surrender,Normal,Dog,Male,90,Siberian Husky Mix,Buff,2019-04-23 17:19:00,2019-01-22 00:00:00,Male,91,0.0,Neutered,Neutered,Austin (TX),Mixed,Single colour,1,4
A727366,2016-05-21 13:58:00,6900 Nortre Dame Dr in Austin (TX),Stray,Normal,Cat,Female,42,Domestic Shorthair Mix,Calico,2016-06-23 10:37:00,2016-04-09 00:00:00,Female,75,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,32,5
A704543,2015-06-06 10:56:00,Cullen Lane in Austin (TX),Stray,Normal,Cat,Male,31,Domestic Shorthair Mix,Brown Tabby,2015-07-18 17:35:00,2015-05-06 00:00:00,Male,73,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,42,6
A728502,2016-06-05 11:11:00,9609 Corbe Dr in Austin (TX),Stray,Normal,Dog,Male,274,Chow Chow Mix,Tan,2016-06-09 18:14:00,2015-09-05 00:00:00,Male,278,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,4,6
A673600,2014-02-27 12:46:00,6600 Hergotz in Austin (TX),Stray,Normal,Dog,Male,162,Australian Cattle Dog Mix,Brown/White,2014-03-08 16:14:00,2013-09-18 00:00:00,Male,171,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,9,2
A712167,2015-09-18 16:43:00,600 Congress in Austin (TX),Public Assist,Normal,Bat,Unknown,365,Bat,Black,2015-09-18 17:23:00,2014-09-18 00:00:00,Unknown,365,1.0,Unknown,Unknown,Austin (TX),Purebred,Single colour,0,9
A751697,2017-06-11 16:23:00,12675 Mistletoe Trail in Travis (TX),Stray,Normal,Dog,Male,365,Chihuahua Shorthair Mix,Red/White,2017-06-16 19:34:00,2016-06-11 00:00:00,Male,370,0.0,Intact,Neutered,Travis (TX),Mixed,Mixed Colour,5,6
A522952,2014-12-08 09:35:00,Austin (TX),Euthanasia Request,Injured,Dog,Female,3364,American Staffordshire Terrier,Black/White,2014-12-08 11:56:00,2005-09-22 00:00:00,Female,3364,1.0,Intact,Intact,Austin (TX),Purebred,Mixed Colour,0,12
A651657,2015-11-13 11:37:00,Travis (TX),Euthanasia Request,Normal,Cat,Male,2040,Domestic Shorthair Mix,Blue,2015-11-13 12:43:00,2010-04-13 00:00:00,Male,2040,1.0,Neutered,Neutered,Travis (TX),Mixed,Single colour,0,11
A805162,2019-09-23 15:05:00,25109 Hog Eye Road in Manor (TX),Stray,Normal,Dog,Female,730,Chihuahua Shorthair/Dachshund,White,2019-10-31 18:36:00,2017-09-23 00:00:00,Female,768,0.0,Intact,Spayed,Manor (TX),Purebred,Single colour,38,9
A795955,2019-05-26 17:04:00,8800 North Interstate 35 in Austin (TX),Stray,Normal,Dog,Female,390,Chihuahua Shorthair/Rat Terrier,White/Tan,2019-06-03 20:02:00,2018-05-01 00:00:00,Female,398,0.0,Intact,Spayed,Austin (TX),Purebred,Mixed Colour,8,5
A793038,2019-04-18 15:06:00,Austin (TX),Owner Surrender,Sick,Cat,Female,365,Domestic Medium Hair Mix,Calico,2019-04-19 08:38:00,2018-04-18 00:00:00,Female,366,1.0,Spayed,Spayed,Austin (TX),Mixed,Single colour,0,4
A706954,2015-07-06 07:58:00,12034 Research in Austin (TX),Stray,Normal,Cat,Male,37,Domestic Shorthair,Blue Tabby,2015-07-06 10:34:00,2015-05-30 00:00:00,Male,37,1.0,Intact,Intact,Austin (TX),Purebred,Single colour,0,7
A759666,2017-10-05 13:46:00,3800 East 16Th Street in Austin (TX),Stray,Normal,Dog,Female,127,Pit Bull Mix,Brown/White,2017-10-07 12:49:00,2017-05-31 00:00:00,Female,129,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,1,10
A791743,2019-10-19 11:32:00,8711 Verona Trail in Austin (TX),Stray,Normal,Dog,Male,2635,Shih Tzu Mix,White/Tan,2019-10-19 17:20:00,2012-08-01 00:00:00,Male,2635,0.0,Neutered,Neutered,Austin (TX),Mixed,Mixed Colour,0,10
A702498,2015-05-14 15:15:00,Great Divide And Hwy 71 in Travis (TX),Stray,Normal,Dog,Male,89,Dachshund Longhair/Miniature Schnauzer,Red/White,2015-05-18 18:37:00,2015-02-14 00:00:00,Male,93,0.0,Intact,Neutered,Travis (TX),Purebred,Mixed Colour,4,5
A706997,2015-07-08 13:41:00,Leander (TX),Public Assist,Normal,Dog,Male,732,Australian Cattle Dog Mix,Tan/White,2015-07-10 18:18:00,2013-07-06 00:00:00,Male,734,0.0,Intact,Neutered,Leander (TX),Mixed,Mixed Colour,2,7
A801077,2019-07-30 19:42:00,54 Rainey St in Austin (TX),Public Assist,Normal,Bat,Unknown,365,Bat,Brown,2019-07-31 11:13:00,2018-07-30 00:00:00,Unknown,366,1.0,Unknown,Unknown,Austin (TX),Purebred,Single colour,0,7
A789201,2019-02-17 12:30:00,1500 Crossing Place in Austin (TX),Stray,Normal,Cat,Male,365,Domestic Shorthair Mix,White/Cream Tabby,2019-02-18 14:47:00,2018-02-17 00:00:00,Male,366,0.0,Neutered,Neutered,Austin (TX),Mixed,Mixed Colour,1,2
A752969,2017-06-29 14:02:00,Teri Road And S Pleasant Valley Rd in Austin (TX),Stray,Normal,Cat,Female,61,Domestic Shorthair Mix,White/Blue,2017-06-30 22:08:00,2017-04-29 00:00:00,Female,62,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,1,6
A704225,2015-08-12 18:21:00,Austin (TX),Owner Surrender,Normal,Cat,Female,436,Domestic Longhair Mix,Black,2015-09-21 15:53:00,2014-06-02 00:00:00,Female,476,0.0,Spayed,Spayed,Austin (TX),Mixed,Single colour,39,8
A779157,2018-08-26 14:39:00,Wildridge And Loop 360 in Austin (TX),Stray,Normal,Dog,Male,365,Dachshund Mix,Brown/White,2018-08-30 18:47:00,2017-08-26 00:00:00,Male,369,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,4,8
A696959,2015-02-15 12:41:00,6114 Pizer in Austin (TX),Stray,Normal,Cat,Unknown,730,Domestic Shorthair Mix,Black/White,2015-02-22 17:51:00,2013-02-15 00:00:00,Unknown,737,0.0,Unknown,Unknown,Austin (TX),Mixed,Mixed Colour,7,2
A712344,2015-09-21 22:27:00,3707 W Howard in Austin (TX),Stray,Normal,Dog,Male,1094,Doberman Pinsch Mix,Black/Tan,2015-09-22 18:48:00,2012-09-22 00:00:00,Male,1095,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,0,9
A777977,2018-08-29 12:53:00,Austin (TX),Owner Surrender,Normal,Dog,Male,266,Labrador Retriever Mix,Tan/White,2018-09-05 12:07:00,2017-12-06 00:00:00,Male,273,0.0,Neutered,Neutered,Austin (TX),Mixed,Mixed Colour,6,8
A604442,2016-08-16 11:51:00,11501 Timber Heights Dr in Austin (TX),Stray,Normal,Dog,Female,1970,Boxer Mix,Brown/White,2016-09-05 16:38:00,2011-03-26 00:00:00,Female,1990,0.0,Spayed,Spayed,Austin (TX),Mixed,Mixed Colour,20,8
A670698,2014-01-12 13:57:00,Austin (TX),Euthanasia Request,Sick,Cat,Female,1096,Domestic Longhair Mix,Torbie,2014-01-13 12:38:00,2011-01-12 00:00:00,Female,1097,1.0,Spayed,Spayed,Austin (TX),Mixed,Single colour,0,1
A763960,2017-12-19 11:15:00,12609 Dessau Road in Austin (TX),Stray,Normal,Dog,Male,365,Rat Terrier/Chihuahua Shorthair,Brown/White,2017-12-26 16:15:00,2016-12-19 00:00:00,Male,372,0.0,Intact,Neutered,Austin (TX),Purebred,Mixed Colour,7,12
A725293,2016-04-27 17:48:00,5911 Wideleaf Dr in Austin (TX),Stray,Normal,Cat,Female,366,Domestic Shorthair Mix,Torbie,2016-06-03 15:36:00,2015-04-27 00:00:00,Female,403,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,36,4
A793303,2019-04-23 11:31:00,Austin (TX),Stray,Normal,Cat,Female,30,Domestic Shorthair Mix,Orange Tabby,2019-06-11 09:45:00,2019-03-24 00:00:00,Female,79,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,48,4
A804097,2019-09-10 14:56:00,13909 Dewberry Drive in Pflugerville (TX),Stray,Normal,Cat,Male,145,Domestic Shorthair,Orange Tabby,2019-09-16 18:22:00,2019-04-18 00:00:00,Male,151,0.0,Intact,Neutered,Pflugerville (TX),Purebred,Single colour,6,9
A806880,2019-10-16 16:46:00,Austin (TX),Owner Surrender,Normal,Dog,Female,1095,Cairn Terrier,Tan/White,2019-10-17 14:28:00,2016-10-16 00:00:00,Female,1096,0.0,Spayed,Spayed,Austin (TX),Purebred,Mixed Colour,0,10
A711642,2015-09-10 10:48:00,6613 Hergotz in Austin (TX),Stray,Normal,Cat,Male,22,Domestic Shorthair Mix,Brown Tabby/White,2015-09-10 16:21:00,2015-08-19 00:00:00,Male,22,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,0,9
A701869,2015-05-05 14:55:00,1398 Harris Ridge Blvd in Austin (TX),Wildlife,Normal,Opossum,Unknown,5,Opossum,Gray,2015-05-05 15:34:00,2015-04-30 00:00:00,Unknown,5,1.0,Unknown,Unknown,Austin (TX),Purebred,Single colour,0,5
A735938,2016-10-01 15:40:00,7212 Bill Hughes Rd in Austin (TX),Stray,Normal,Cat,Female,68,Domestic Medium Hair Mix,Brown Tabby/White,2016-10-05 19:44:00,2016-07-25 00:00:00,Female,72,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,4,10
A810391,2019-12-12 15:26:00,8304 Decker Lane in Travis (TX),Stray,Normal,Dog,Female,730,Great Pyrenees,White,2019-12-12 16:33:00,2017-12-12 00:00:00,Female,730,0.0,Intact,Intact,Travis (TX),Purebred,Single colour,0,12
A779736,2018-09-05 12:25:00,East William Cannon Drive And Elm Creek Drive in Austin (TX),Stray,Injured,Cat,Female,365,Domestic Shorthair Mix,Calico,2018-09-14 15:00:00,2017-09-05 00:00:00,Female,374,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,9,9
A738359,2016-11-13 15:06:00,2414 Allred Drive in Austin (TX),Stray,Normal,Cat,Male,92,Domestic Shorthair Mix,Cream Tabby/White,2016-11-20 17:55:00,2016-08-13 00:00:00,Male,99,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,7,11
A784830,2018-11-20 13:51:00,10713 Decker Ln in Travis (TX),Stray,Normal,Dog,Male,549,Pit Bull Mix,Tan/White,2019-01-19 12:49:00,2017-05-20 00:00:00,Male,609,0.0,Intact,Neutered,Travis (TX),Mixed,Mixed Colour,59,11
A689250,2014-10-01 11:37:00,4601 Craigwood Dr in Austin (TX),Stray,Normal,Cat,Female,30,Domestic Shorthair Mix,Brown Tabby,2015-01-01 10:45:00,2014-09-01 00:00:00,Female,122,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,91,10
A674507,2014-03-14 10:48:00,Austin (TX),Owner Surrender,Normal,Dog,Male,730,Australian Shepherd Mix,Chocolate/Tan,2014-03-28 17:54:00,2012-03-14 00:00:00,Male,744,0.0,Neutered,Neutered,Austin (TX),Mixed,Mixed Colour,14,3
A774599,2018-06-17 23:47:00,Fm 969 in Travis (TX),Public Assist,Normal,Dog,Male,1825,Dachshund Mix,Black/Brown,2018-06-19 15:39:00,2013-06-18 00:00:00,Male,1827,0.0,Intact,Intact,Travis (TX),Mixed,Mixed Colour,1,6
A723969,2016-04-09 16:06:00,311 Bowie St in Austin (TX),Stray,Normal,Dog,Male,731,Labrador Retriever Mix,Brown,2016-04-11 15:14:00,2014-04-09 00:00:00,Male,733,0.0,Neutered,Neutered,Austin (TX),Mixed,Single colour,1,4
A724521,2016-04-19 08:00:00,11068 Lapoya in Travis (TX),Stray,Injured,Cat,Female,244,Domestic Shorthair Mix,Seal Point,2016-05-01 17:17:00,2015-08-19 00:00:00,Female,256,0.0,Intact,Intact,Travis (TX),Mixed,Single colour,12,4
A807463,2019-10-25 13:19:00,Austin (TX),Owner Surrender,Normal,Cat,Male,38,Domestic Medium Hair,Brown Tabby,2019-10-29 14:25:00,2019-09-17 00:00:00,Male,42,0.0,Intact,Intact,Austin (TX),Purebred,Single colour,4,10
A743565,2017-02-12 15:05:00,5338 Thunder Creek in Austin (TX),Stray,Normal,Cat,Male,22,Domestic Shorthair Mix,Black/White,2017-03-21 11:22:00,2017-01-21 00:00:00,Male,59,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,36,2
A696914,2015-02-14 12:49:00,Austin (TX),Owner Surrender,Normal,Cat,Female,365,Domestic Shorthair Mix,Black,2015-02-15 17:06:00,2014-02-14 00:00:00,Female,366,0.0,Intact,Spayed,Austin (TX),Mixed,Single colour,1,2
A721317,2016-04-19 14:02:00,William Cannon And Bluff Springs in Austin (TX),Stray,Normal,Dog,Female,1150,Pit Bull Mix,Black,2016-05-21 14:55:00,2013-02-24 00:00:00,Female,1182,0.0,Spayed,Spayed,Austin (TX),Mixed,Single colour,32,4
A723821,2016-04-07 13:43:00,Austin (TX),Owner Surrender,Normal,Dog,Male,4383,Cocker Spaniel/Dachshund,Cream/White,2016-07-11 13:12:00,2004-04-07 00:00:00,Male,4478,0.0,Intact,Neutered,Austin (TX),Purebred,Mixed Colour,94,4
A691631,2014-11-07 13:54:00,1515 Grove Blvd in Austin (TX),Stray,Normal,Cat,Female,27,Domestic Shorthair Mix,Torbie,2014-11-07 16:58:00,2014-10-11 00:00:00,Female,27,0.0,Intact,Intact,Austin (TX),Mixed,Single colour,0,11
A739948,2016-12-09 13:57:00,8303 Riverstone in Austin (TX),Stray,Normal,Dog,Unknown,6,Rottweiler Mix,Black/Black,2016-12-09 16:45:00,2016-12-03 00:00:00,Unknown,6,0.0,Unknown,Unknown,Austin (TX),Mixed,Mixed Colour,0,12
A675144,2014-03-24 11:31:00,15219 County Line in Travis (TX),Stray,Normal,Dog,Male,364,Alaskan Husky Mix,White,2014-03-25 12:43:00,2013-03-25 00:00:00,Male,365,0.0,Intact,Intact,Travis (TX),Mixed,Single colour,1,3
A806439,2019-10-10 21:41:00,7328 W Easy Wind Dr in Austin (TX),Public Assist,Normal,Dog,Male,730,Australian Cattle Dog Mix,Black/White,2020-01-31 19:46:00,2017-10-10 00:00:00,Male,843,0.0,Neutered,Neutered,Austin (TX),Mixed,Mixed Colour,112,10
A710362,2015-08-22 11:27:00,Leander (TX),Owner Surrender,Normal,Cat,Female,122,Domestic Shorthair Mix,Silver Tabby,2015-08-30 18:05:00,2015-04-22 00:00:00,Female,130,0.0,Intact,Spayed,Leander (TX),Mixed,Single colour,8,8
A723869,2016-04-08 12:30:00,4201 Mueller Park in Austin (TX),Stray,Normal,Dog,Male,213,Catahoula Mix,Brown Brindle/White,2016-04-14 00:00:00,2015-09-08 00:00:00,Male,219,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,5,4
A799451,2019-07-08 17:39:00,Bluff Springs Road And Blue Meadow Drive in Austin (TX),Stray,Normal,Dog,Female,61,Rat Terrier,Cream,2019-07-12 19:12:00,2019-05-08 00:00:00,Female,65,0.0,Intact,Spayed,Austin (TX),Purebred,Single colour,4,7
A710807,2015-08-28 07:37:00,1000 Ellingson Lane in Austin (TX),Owner Surrender,Feral,Cat,Male,365,Domestic Shorthair Mix,Orange Tabby,2015-09-04 14:16:00,2014-08-28 00:00:00,Male,372,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,7,8
A738124,2016-11-11 09:51:00,1601 Haskell St in Austin (TX),Stray,Normal,Cat,Male,69,Domestic Shorthair Mix,Orange Tabby/White,2016-11-23 13:47:00,2016-09-03 00:00:00,Male,81,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,12,11
A712659,2015-09-26 13:10:00,Austin (TX),Owner Surrender,Normal,Dog,Female,730,Pit Bull Mix,White/Gray,2016-02-02 09:42:00,2013-09-26 00:00:00,Female,859,0.0,Intact,Spayed,Austin (TX),Mixed,Mixed Colour,128,9
A786136,2018-12-17 16:35:00,Slaughter Lane And Vertex Boulevard in Austin (TX),Stray,Normal,Cat,Male,61,Domestic Shorthair Mix,Black,2019-03-31 17:52:00,2018-10-17 00:00:00,Male,165,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,104,12
A810437,2019-12-13 15:27:00,Austin (TX),Owner Surrender,Nursing,Dog,Unknown,22,Doberman Pinsch,Black/Brown,2019-12-13 17:55:00,2019-11-21 00:00:00,Unknown,22,0.0,Unknown,Unknown,Austin (TX),Purebred,Mixed Colour,0,12
A708868,2015-08-01 15:42:00,12900 N Ih 35 in Austin (TX),Stray,Normal,Cat,Male,92,Domestic Shorthair Mix,Brown Tabby/White,2015-08-14 17:28:00,2015-05-01 00:00:00,Male,105,0.0,Intact,Neutered,Austin (TX),Mixed,Mixed Colour,13,8
A717546,2015-12-10 12:01:00,6201 Bolm Rd in Austin (TX),Stray,Normal,Dog,Male,730,Boxer Mix,Brown Brindle/White,2015-12-10 16:10:00,2013-12-10 00:00:00,Male,730,0.0,Intact,Intact,Austin (TX),Mixed,Mixed Colour,0,12
A718267,2015-12-26 15:14:00,2400 Blue Meadow in Austin (TX),Stray,Normal,Dog,Male,730,Labrador Retriever Mix,Yellow,2016-01-06 18:37:00,2013-12-26 00:00:00,Male,741,0.0,Intact,Neutered,Austin (TX),Mixed,Single colour,11,12
A732151,2016-08-03 11:26:00,2503 Barton Hills Dr in Austin (TX),Stray,Normal,Cat,Unknown,8,Domestic Medium Hair Mix,Blue,2016-08-03 13:25:00,2016-07-26 00:00:00,Unknown,8,0.0,Unknown,Unknown,Austin (TX),Mixed,Single colour,0,8
